date,equal_weight_available,lagged_tvl_weighted,capped_lagged_tvl_weighted,category_balanced,retrospective_common_history,forward_7d_equal_weight_available,label_7d_equal_weight_available,forward_7d_lagged_tvl_weighted,label_7d_lagged_tvl_weighted,forward_7d_capped_lagged_tvl_weighted,label_7d_capped_lagged_tvl_weighted,forward_7d_category_balanced,label_7d_category_balanced,forward_7d_retrospective_common_history,label_7d_retrospective_common_history
2024-01-10,0.015617004833212243,0.03687720316212774,0.019857936427941137,0.016241463473044983,0.01725942344239075,0.04138912929750615,0.0,0.05172172755408121,0.0,0.0547759383368572,0.0,0.04097964549207323,0.0,,
2024-01-11,0.06087228819565366,0.0814992128052218,0.07490613200124027,0.06589281562490905,0.06440670501283417,-0.02363109426960143,0.0,-0.03919513362611854,0.0,-0.033528965918987824,0.0,-0.032768946985166775,0.0,,
2024-01-12,0.0032643717093449143,-0.0008855899748050627,0.0034012841177919963,0.0030499650163348007,0.00663119694747815,-0.032145653966996326,0.0,-0.05005191813295709,0.0,-0.04910692602027562,0.0,-0.04556577860776758,0.0,,
2024-01-13,-0.037557529397510024,-0.038472385074726535,-0.03947142964820297,-0.0381320691296176,-0.03554927811848176,0.05554803756722478,0.0,-0.012654298670884936,0.0,-0.005506573380037881,0.0,0.021954904112992744,0.0,,
2024-01-14,0.012756492532059358,0.011904234762900374,0.01337938824458908,0.012300170283106341,0.01196132684841565,0.04532732539734339,0.0,-0.023624683907903166,0.0,-0.019058702723036818,0.0,0.010396296771776134,0.0,,
2024-01-15,-0.01626211446680955,-0.014037068470689057,-0.018797698124101776,-0.016986382719337178,-0.016774904560256633,0.058838281592202266,0.0,-0.030909279004594243,0.0,-0.00974742496005723,0.0,0.022174827164466813,0.0,,
2024-01-16,0.01270501436537727,0.003976214312997721,0.007439754892502005,0.006279576663718487,,0.03161886349045077,0.0,-0.08038051684616877,1.0,-0.04981964463459499,0.0,-0.006040343115240994,0.0,,
2024-01-17,0.005610606359390522,0.0077371091931819685,0.01391850685303858,0.008575569752959332,,0.01403277912163171,0.0,-0.0918236833321,1.0,-0.07673164519329728,1.0,-0.028587209668671232,0.0,,
2024-01-18,-0.0041479353714539155,-0.009417648374977954,-0.013398772254604733,-0.007855776852330961,,0.017397997960250076,0.0,-0.09178701392751526,1.0,-0.06972875587042186,1.0,-0.02439056383769659,0.0,,
2024-01-19,-0.005250187988049986,-0.01174237448164361,-0.012176675983495802,-0.009746866606265996,,0.02084521320524476,0.0,-0.07323443912281709,1.0,-0.05651874232733494,1.0,-0.017620576979091945,0.0,-0.025259107963749583,0.0
2024-01-20,0.050136162136711085,-0.0010747656126543796,0.004128922992034764,0.02938861359114272,0.0055409977336494665,-0.002492289937577212,0.0,-0.058208206591927825,1.0,-0.04022482699821192,0.0,-0.024091301973294784,0.0,-0.010793244966555964,0.0
2024-01-21,0.002535780362177963,0.0009338495258821481,-0.00017274109840985765,0.000741562941889733,-0.0007942349571219,-0.007132230005500956,0.0,-0.05330456184348417,1.0,-0.038637600830421275,0.0,-0.02481361897712024,0.0,-0.011179840792335072,0.0
2024-01-22,-0.0027511582719506756,-0.021321663567380137,-0.009486420361122185,-0.005207852326646504,-0.00364081899690425,-0.009516490726221691,0.0,-0.038938700873531316,0.0,-0.0348263993530379,0.0,-0.025960904416519118,0.0,-0.012763668603347572,0.0
2024-01-23,-0.014514403736374226,-0.0454950235285768,-0.032632464782035756,-0.02193559361598932,-0.0016557132366142983,0.023136267152594793,0.0,0.02417665896710694,0.0,0.013184270852092988,0.0,0.013401128105373647,0.0,0.003244697110310441,0.0
2024-01-24,-0.011975478009428536,-0.003706057292749261,-0.01299349370566371,-0.013971296800470906,-0.016829122217369718,0.021744520030829776,0.0,0.016736445528586823,0.0,0.012958264054874408,0.0,0.016435495153146115,0.0,0.005372069731880343,0.0
2024-01-25,-0.0007827165328355501,-0.00938097897039322,-0.006395882931729309,-0.0036591310213563173,-0.0029878282676255997,0.0014776066544412818,0.0,0.007129237592090897,0.0,-0.006164978939727537,0.0,-0.004831091678690391,0.0,-0.016889643265113073,0.0
2024-01-26,-0.0018029727430553017,0.006810200323054559,0.001033337559591113,-0.002976879747661354,-0.004892388021763284,0.02598381970606894,0.0,0.020578218428610264,0.0,0.010519933277002732,0.0,0.017793950906336585,0.0,0.003702406702310956,0.0
2024-01-27,0.026798658993889113,0.013951466918234887,0.02042283832115779,0.022917888596939873,0.020006860730843085,0.004618990715227618,0.0,0.009328321405113067,0.0,-0.006731083747698291,0.0,-0.0001972690810198973,0.0,-0.012029680226112581,0.0
2024-01-28,-0.0021041597057457817,0.005837494274325813,0.0014144850693807792,1.924593806427533e-05,-0.0011808307829010093,0.002302377917137885,0.0,3.92384883945952e-06,0.0,-0.01112336717564445,0.0,-0.003337040055550747,0.0,-0.013793534643977106,0.0
2024-01-29,-0.005135418992671412,-0.006955802597427283,-0.005675218883738802,-0.006355137766045377,-0.0052246468079167495,0.004962403783336835,0.0,0.011902330175736282,0.0,-0.004326403711851248,0.0,0.0012101948688250266,0.0,-0.008624999490002222,0.0
2024-01-30,0.018138354142442262,0.017620336312061443,0.015378205423095129,0.017426438905903452,0.014352652477043716,-0.0005271389562803482,0.0,-0.0006102450282946432,0.0,-0.011697540779894149,0.0,-0.007828639652701912,0.0,-0.016783471465919866,0.0
2024-01-31,-0.013367225131193549,-0.011146270731269376,-0.013219500502882293,-0.010936929752698442,-0.014701749595799818,0.04246312420090383,0.0,0.029456321235691127,0.0,0.022748589192605296,0.0,0.027164003217288468,0.0,0.015795732310799615,0.0
2024-02-01,-0.02104962990922405,-0.01898818690688914,-0.025519125926331248,-0.024925717853192822,-0.025249541264619018,0.089413531039974,0.0,0.07000693718451408,0.0,0.06368018514338035,0.0,0.07387058292140401,0.0,0.057367869802606886,0.0
2024-02-02,0.02270324030857236,0.020259181159573918,0.01771824977632138,0.019648162837365625,0.015699661945660748,0.07404473820424272,0.0,0.06189025035722334,0.0,0.05035336841013274,0.0,0.05993021123045763,0.0,0.04270621071967647,0.0
2024-02-03,0.005433830003047787,0.002701569894737694,0.0031718212964567632,0.004926668609583391,0.00427477380241955,0.09679201858988147,0.0,0.07466036028128653,0.0,0.06928838529174654,0.0,0.07832013708710972,0.0,0.05903198603639134,0.0
2024-02-04,-0.004420772503835512,-0.003486903281947798,-0.0029777983585653803,-0.003120525036466573,-0.002944685200765533,0.11189763082598013,0.0,0.08942349399006919,0.0,0.080030044716515,0.0,0.08921136310488934,0.0,0.06580405729111814,0.0
2024-02-05,-0.0024753931264724625,0.004942603729469542,0.0011217445800544,-0.001807902841669603,-5.6111653941866476e-05,0.11932676019396855,0.0,0.07744466902200925,0.0,0.07756931174338434,0.0,0.09230091613759997,0.0,0.06494969584595008,0.0
2024-02-06,0.012648811402825075,0.005107761108030516,0.008007068355052223,0.008387604384376513,0.006194180501126067,0.15122805799117617,0.0,0.12537057701501683,0.0,0.11200201530871207,0.0,0.12671869459391216,0.0,0.09813048262260159,0.0
2024-02-07,0.029623038025990634,0.018920295532716395,0.021226629469617158,0.024055713117291936,0.01787745418091967,0.12297148829203684,0.0,0.11525120882912988,0.0,0.07855814834720919,0.0,0.09641323497869335,0.0,0.0662843838361979,0.0
2024-02-08,0.025900776929846114,0.0215624290419338,0.015412470024443809,0.021780861850922716,0.016322596227188253,0.1359096726997322,0.0,0.12557880658535758,0.0,0.10188576420439768,0.0,0.11080327701783249,0.0,0.08564265744417592,0.0
2024-02-09,0.0073344474728410745,0.01214249433228319,0.0043914330430737695,0.005707791146419247,0.0010380028627303337,0.13715746092467246,0.0,0.125693388076703,0.0,0.10742308219019692,0.0,0.11358049168193794,0.0,0.0931724356890445,0.0
2024-02-10,0.028181110388686537,0.015471679818800889,0.022106838178070562,0.023316594466235477,0.020600549119134417,0.10829067056587126,0.0,0.09737705332295521,0.0,0.07605699736573726,0.0,0.08444949306949301,0.0,0.0633171808466872,0.0
2024-02-11,0.010684839732263151,0.011276230426834854,0.007763861066203077,0.007770700981313047,0.0038273860539612668,0.1032786471087453,0.0,0.09196073594699514,0.0,0.06905739827935051,0.0,0.0793753053982004,0.0,0.05906764015882151,0.0
2024-02-12,0.004953736241515962,-0.00703622123859041,-0.0013389883930762683,0.0012816501910410396,-0.0009104730991099337,0.124210192263946,0.0,0.13023273662480755,0.0,0.09825412401024101,0.0,0.1049708862625618,0.0,0.08622394475610408,0.0
2024-02-13,0.0445501092000327,0.05303366910103811,0.04243977192037995,0.042805382840688674,0.03937496727777758,0.10205046012535315,0.0,0.08758297941565031,0.0,0.07432712814371789,0.0,0.08394467538869273,0.0,0.06552426599003675,0.0
2024-02-14,0.0013664683268513108,0.008800927346829452,-0.0122172374918857,-0.0062497464979268495,-0.013968644605484018,0.10701112793892953,0.0,0.08197526400450993,0.0,0.09281674361217325,0.0,0.09521241143342926,0.0,0.08714432284979574,0.0
2024-02-15,0.03883896133754147,0.031890026798161476,0.03874008588163229,0.03617090389006186,0.035680869835166266,0.07510138505953191,0.0,0.06399352578321561,0.0,0.06059804586182982,0.0,0.06515228075308468,0.0,0.0612426800714535,0.0
2024-02-16,0.008582235697781312,0.01225707582362861,0.009928751028873008,0.008485005810524696,0.008567781107598918,0.07040794765987106,0.0,0.05096851858162207,0.0,0.05394285396195698,0.0,0.060775568883101,0.0,0.05681903951758907,0.0
2024-02-17,-0.0006856799701146499,-0.012844654934946874,-0.009259246646389073,-0.00581440414620945,-0.009254705723222885,0.06524444385233745,0.0,0.06084636964491258,0.0,0.05081448603576337,0.0,0.058255173899362335,0.0,0.054205868171700075,0.0
2024-02-18,0.005672816275137188,0.005859913050874773,0.0007642619798163012,0.00269651331002044,-0.0004221546339044167,0.07365450789578103,0.0,0.07028541156253824,0.0,0.06641921277347364,0.0,0.06970509839664371,0.0,0.06919911805532335,0.0
2024-02-19,0.025885281396716663,0.031235779439222015,0.027857737337814256,0.02687723105540245,0.026245831498172636,0.06807065202274391,0.0,0.055465433805084466,0.0,0.05670610201958101,0.0,0.059368603442240375,0.0,0.05965124754454264,0.0
2024-02-20,0.022390377061439863,0.010383911891880853,0.018512776053856813,0.021779171966819583,0.01867528851171025,0.08030570741941696,0.0,0.09142020629537828,0.0,0.0714277402640941,0.0,0.07084668128574503,0.0,0.06954691213086973,0.0
2024-02-21,0.006327136140427687,0.003193211935689065,0.0062723779765696515,0.005017989546809687,0.007651412254274966,0.09852101571157246,0.0,0.11125944311951799,0.0,0.08678511776465023,0.0,0.08854994592757373,0.0,0.07944266437607528,0.0
2024-02-22,0.006929218458143851,0.013908288576867177,0.006521388131288855,0.006110773209717277,0.009779227056824033,0.12703196809312284,0.0,0.13720659856873194,0.0,0.11584844086011764,0.0,0.11346012938622774,0.0,0.09791563808381663,0.0
2024-02-23,0.0038887982981204625,-0.0007679313779649464,0.003273559129000177,0.004108293940541007,0.004144140553734484,0.11595318937278663,0.0,0.12548438511626883,0.0,0.10478212718096538,0.0,0.09947171753329184,0.0,0.08753298852713284,0.0
2024-02-24,-0.005849183777648263,-0.002966803871656349,-0.012387614572582695,-0.00833479912994812,-0.011867877069111884,0.14693525897794943,0.0,0.13774865251726076,0.0,0.13873274169236455,0.0,0.1300876123927912,0.0,0.1244292240058034,0.0
2024-02-25,0.014082880318580761,0.015298954968500434,0.016368988717526577,0.014146437807301826,0.014571095249718868,0.12815233788078048,0.0,0.11989401051719556,0.0,0.11828122194538375,0.0,0.11083130593308499,0.0,0.10794197954251589,0.0
2024-02-26,0.02030142552367954,0.016415801681768236,0.018144626583921627,0.016540736100999112,0.01669796098739192,0.12196196145505107,0.0,0.1261133602402189,0.0,0.11916308875985968,0.0,0.10944547292391069,0.0,0.10682296533816808,0.0
2024-02-27,0.03462543245811293,0.046338684382174665,0.03323441429836991,0.033257249810324234,0.028570953098037352,0.12465910604176332,0.0,0.1320284432715106,0.0,0.12804593698504066,0.0,0.11388431264685323,0.0,0.11073298787853653,0.0
2024-02-28,0.024542444432583188,0.023032448759828763,0.021629755477125777,0.02272125418863841,0.0175471644994805,0.08027544726701968,0.0,0.1166306400886569,0.0,0.09472367981461091,0.0,0.07446885369456606,0.0,0.07414491796765846,0.0
2024-02-29,0.035440170839694224,0.039855444026081134,0.03558471122675627,0.031020956668371263,0.028252200764565385,0.09525089041744188,0.0,0.09547855838059924,0.0,0.10605936371040284,0.0,0.0892232507062645,0.0,0.09109865944247134,0.0
2024-03-01,-0.0071899804222157505,-0.012490144830428039,-0.0077927545501520696,-0.009880117912394881,-0.0062385090029493,0.10674046323769684,0.0,0.13012509594810642,0.0,0.12398744464195571,0.0,0.10594908350160798,0.0,0.10374931359138533,0.0
2024-03-02,0.025132885827514523,0.009297463529335578,0.021562999938816475,0.022281095729551247,0.025028358409558683,0.09193208740589282,0.0,0.12387040045130716,0.0,0.11232247055704696,0.0,0.09254078505561922,0.0,0.086622232290827,0.0
2024-03-03,-0.004700040778588175,-0.0025556870315647786,-0.004082531029454227,-0.0051098686524044,-0.0019161492135686504,0.09954836549883692,0.0,0.1317783160940038,0.0,0.11991945290066822,0.0,0.10062822667187747,0.0,0.09202158582777079,0.0
2024-03-04,0.014111049097950136,0.022635151404791595,0.019026493398397563,0.015154903091824802,0.015578946783044114,0.09081217009150784,0.0,0.1224281689063527,0.0,0.10787366503253519,0.0,0.0922110313259807,0.0,0.07993717725581746,0.0
2024-03-05,0.03732257704482517,0.05225376741346634,0.04211726252355089,0.03769608953326679,0.032480975638405817,0.09288979041372669,0.0,0.08632104155680884,0.0,0.09852245568587127,0.0,0.08815673156804249,0.0,0.07967676028345116,0.0
2024-03-06,-0.01984121434216045,0.0076346455769750795,-0.011692501693303988,-0.016694204763648763,-0.019040905411397597,0.09439443179394527,0.0,0.07767541966074391,0.0,0.1003769313596784,0.0,0.09138878608142656,0.0,0.08754508680702842,0.0
2024-03-07,0.05041561399011643,0.018703362318023473,0.0469203951225482,0.0457753536800697,0.04520594223937827,0.04617898731881447,0.0,0.03966224650199161,0.0,0.04024707593818691,0.0,0.03781579049284855,0.0,0.035158559819812994,0.0
2024-03-08,0.004299592398039212,0.022156392737079138,0.010135326381400793,0.006845714882948601,0.006412145145964682,0.032713300778051936,0.0,-0.002181919840336822,0.0,0.009155257302373071,0.0,0.014237313242970149,0.0,0.005920722006507239,0.0
2024-03-09,0.010324509995710487,0.003042768032536318,0.00989802585390774,0.00887279728356248,0.007901277109000368,-0.008241276134492364,0.0,-0.03466579233265135,0.0,-0.028545842544065697,0.0,-0.025799289356051577,0.0,-0.03289095779173355,0.0
2024-03-10,0.002916237314355938,0.005352228611131881,0.003514451314167018,0.00297757296385386,0.0034832043233751337,-0.06177648368330346,1.0,-0.09884731853859634,1.0,-0.08561388048828644,1.0,-0.08252106340215958,1.0,-0.08796602636258188,1.0
2024-03-11,0.005374853690621063,0.013285004217140467,0.00698070553026455,0.006737707745928037,0.0034945382110907835,-0.04266437864851811,0.0,-0.08976487786299346,1.0,-0.0684942429851001,1.0,-0.06728828356776029,1.0,-0.07023732642145122,1.0
2024-03-12,0.03940019736704401,0.01614664006392249,0.03276605317688697,0.033641789775328564,0.03222055866603952,-0.11059753608895018,1.0,-0.1355520062405187,1.0,-0.1318943585914805,1.0,-0.13331904780090503,1.0,-0.1387022521964642,1.0
2024-03-13,-0.018336572961941862,-0.0010109763190898542,-0.009838026019496853,-0.013462150250264678,-0.011172578887820353,-0.1651600339088088,1.0,-0.22639071957659412,1.0,-0.20832490291955885,1.0,-0.19748178289904766,1.0,-0.19659867483844878,1.0
2024-03-14,0.0022001695149856254,-0.019309810840728824,-0.013209460298943303,-0.007797641908508309,-0.007180584747837134,-0.0843426580720795,1.0,-0.11121217269973334,1.0,-0.10288969778171353,1.0,-0.10722486930863091,1.0,-0.1044242385531307,1.0
2024-03-15,-0.009166094142723324,-0.019687773605249297,-0.02095649225441305,-0.01673276236692981,-0.02282569266734108,-0.10465221369290939,1.0,-0.11381838407145355,1.0,-0.11816801521910572,1.0,-0.12504373262768295,1.0,,
2024-03-16,-0.03063006691683381,-0.029441104459778218,-0.027803073992531027,-0.031163805315459245,-0.030910402689240418,-0.10371624916550559,1.0,-0.1286011607639042,1.0,-0.12979834521627226,1.0,-0.13535830339668778,1.0,,
2024-03-17,-0.05061897023445516,-0.058829297594813104,-0.05355358663005372,-0.05374420108225414,-0.051591864247473196,-0.02463182656396581,0.0,-0.05613326768831199,1.0,-0.05416505961276106,1.0,-0.048626756430445506,0.0,,
2024-03-18,0.02448695872540641,0.022367444892743348,0.024100343033450884,0.021970487580327318,0.021223238152221435,-0.018950256030198377,0.0,-0.05106420964053181,0.0,-0.04937014595072252,0.0,-0.043607948525010216,0.0,,
2024-03-19,-0.028532960073388035,-0.029640488313602772,-0.030634062429493437,-0.032388974457816154,-0.03624436710897345,0.049980848862215835,0.0,0.018628646401293306,0.0,0.019969186685598474,0.0,0.025262793345287075,0.0,,
2024-03-20,-0.0728990707818005,-0.0918496896551653,-0.0862685703475752,-0.07762488534840731,-0.06906900152980494,0.12959395909740018,0.0,0.10862121546176665,0.0,0.10675927793441473,0.0,0.10589540274001827,0.0,,
2024-03-21,0.08301754535171493,0.09586873603613198,0.092225744838902,0.08245927168190843,0.08499385153748094,0.030409085885412322,0.0,-0.013252407359191507,0.0,-0.011716799888711953,0.0,0.002888385913731719,0.0,,
2024-03-22,-0.02947564976355324,-0.02229398497696947,-0.03623480969180523,-0.034551625685981836,,0.07771836550640991,0.0,0.02639364398661573,0.0,0.041236504472672325,0.0,0.052208548287856864,0.0,,
2024-03-23,-0.029694102389429988,-0.04422388115222892,-0.03943340398969754,-0.04147837608446409,,0.13907979178997693,0.0,0.056027311575514584,0.0,0.06636928358155782,0.0,0.10391822268549686,0.0,,
2024-03-24,0.028465452367084604,0.013638595480779132,0.022079698973457455,0.032987345883988134,,0.11960997308036073,0.0,0.04102401688522082,0.0,0.04371686832113693,0.0,0.07529531583685702,0.0,,
2024-03-25,0.030168529259173855,0.027436502940523532,0.028895256695489438,0.026989295485762614,,0.11314747040246018,0.0,0.045649657104541684,0.0,0.04416659143103397,0.0,0.071919226913178,0.0,0.03186473874688203,0.0
2024-03-26,0.04039814481902616,0.04005236772822234,0.03870527020682754,0.03648176741248113,0.03509163276846525,0.043455477724626296,0.0,-0.031855568335509364,0.0,-0.028395868389801116,0.0,0.0033065898245142056,0.0,-0.03620211649053454,0.0
2024-03-27,0.006714039453383849,-0.0018571205946919462,0.0005215209012410539,0.0030077240463238794,-0.0006139486210631,-0.00265693483649964,0.0,-0.09116132262002691,1.0,-0.07809229755309653,1.0,-0.042517234630433186,0.0,-0.07527610355796255,1.0
2024-03-28,-0.016167327860272925,-0.02600488678482618,-0.02625033298422467,-0.02054774514437811,-0.022823835014150116,0.01922203953209849,0.0,-0.056169173811823854,1.0,-0.04478233211505239,0.0,-0.0162592049015072,0.0,-0.04734654039031109,0.0
2024-03-29,0.01783362985744435,0.01735206636883777,0.016718494669579052,0.014768536688143312,0.010305016442904784,0.014591683199296736,0.0,-0.07080625139437367,1.0,-0.05653986582339602,1.0,-0.022440157154800137,0.0,-0.053957621992961335,1.0
2024-03-30,0.03166732389413702,-0.014590213563330063,-0.014300624880812034,0.010231298313175902,-0.013240773001407732,-0.0072481874692832335,0.0,-0.050374626227601554,0.0,-0.03518909324864487,0.0,-0.027550785448775726,0.0,-0.03909686986495835,0.0
2024-03-31,0.00899563365746841,-0.0013646992095146264,-0.0005727162869634503,0.004364439035348293,0.001008139152681283,-0.015732757038129874,0.0,-0.043090537350524837,0.0,-0.031124646555985108,0.0,-0.03087335147776596,0.0,-0.04956874860826433,0.0
2024-04-01,0.0237060265812733,0.03206214315984439,0.02934497980538648,0.02361320656208359,0.022138507019451664,-0.040190298891351256,0.0,-0.06519836313389224,1.0,-0.054112910715217795,1.0,-0.0626357128791279,1.0,-0.07793199399169473,1.0
2024-04-02,-0.029293847858807703,-0.037452857711828706,-0.03385718961400755,-0.03213086967618266,-0.03297522246895133,0.0638247851772913,0.0,0.038716660145052234,0.0,0.037229737990340336,0.0,0.03044436061263253,0.0,0.008340936638761308,0.0
2024-04-03,-0.039398373107742087,-0.06116287487920949,-0.049174908262054354,-0.04281610040862351,-0.03968793568849111,0.0586539793891802,0.0,0.04895849838963516,0.0,0.03621171448012482,0.0,0.02620780446296543,0.0,0.001927526365759137,0.0
2024-04-04,0.0057116465083251996,0.008987262023376873,0.007059632453819463,0.00571028458454787,0.00510572815350135,0.05624959896125349,0.0,0.038778649267794486,0.0,0.033012850311556936,0.0,0.019290827995690183,0.0,-0.004448059022262143,0.0
2024-04-05,0.0132032735246426,0.0027149887862879425,0.004960960961235434,0.008587584434850377,0.00369393484025455,0.068659380773288,0.0,0.046655053607386116,0.0,0.050595186924199925,0.0,0.031261685717588944,0.0,0.02629712150664899,0.0
2024-04-06,0.009827453225557052,0.0058414116034420475,0.0070501476939391,0.005120670019200309,0.0016199791265952496,-0.02366228818107001,0.0,-0.05807126787522317,1.0,-0.06573682774488492,1.0,-0.06843717565509576,1.0,-0.09754826435819247,1.0
2024-04-07,0.0005110640886217613,0.00591938966756209,0.003491730405696318,0.0010418730063580604,-0.0094637395906247,-0.09865711087346281,1.0,-0.15271744568275003,1.0,-0.15204893280431095,1.0,-0.14666945166559708,1.0,-0.16952235830566104,1.0
2024-04-08,-0.0007515152719480868,0.009954317376477001,0.006356715646153794,-0.008149154839278347,-0.00622473836397875,-0.04682197299594831,0.0,-0.11005408158064779,1.0,-0.09854963279421285,1.0,-0.08590758805476087,1.0,-0.10112460752343372,1.0
2024-04-09,0.07472123620983485,0.06646216556711576,0.05748545909155058,0.06094920381557777,0.053297708161504725,-0.13381509440099562,1.0,-0.17742133484057093,1.0,-0.16721739771348162,1.0,-0.15775255374026176,1.0,-0.1684336053724026,1.0
2024-04-10,-0.044569178895853184,-0.05092103663462656,-0.05019293177226987,-0.047052656558290606,-0.04610134596149328,-0.08213686191492728,1.0,-0.1244482945411623,1.0,-0.10953763899210477,1.0,-0.10459607368228399,1.0,-0.11679420900844835,1.0
2024-04-11,0.003307266080398499,-0.0011925870984637967,0.0038607682852515807,-0.0012066918827273836,-0.001269857234519933,-0.10661985103360572,1.0,-0.15164713211309422,1.0,-0.14030120452179556,1.0,-0.13070264525703645,1.0,-0.1434196728928423,1.0
2024-04-12,0.025613055336677102,0.010591393125879584,0.022543297573878424,0.020558442156749138,0.03443911536916568,-0.11063607896696599,1.0,-0.1409376491161726,1.0,-0.140796089152634,1.0,-0.12924070891779665,1.0,-0.15864476630969243,1.0
2024-04-13,-0.08249421572880095,-0.09888490987916725,-0.10928186697514575,-0.09457819135348439,-0.12222540673824621,-0.02471017519067546,0.0,-0.03531610225305424,0.0,-0.02544869279318224,0.0,-0.03283013946659688,0.0,-0.029016414438783156,0.0
2024-04-14,-0.07448375860377104,-0.08872678813996478,-0.08282037465372971,-0.07719040300414329,-0.08143783353809328,0.07119825285604586,0.0,0.07462963579283535,0.0,0.07996518852859251,0.0,0.06580191440964661,0.0,0.07424375467389824,0.0
2024-04-15,0.05108362260556641,0.052617681478579245,0.059856015656251885,0.052612708771557874,0.062173012418248574,0.026557089384552635,0.0,0.023897785152104983,0.0,0.023579646917579525,0.0,0.016259075505923395,0.0,0.013254722314902644,0.0
2024-04-16,-0.01227188519521245,-0.0009050876928074048,-0.011182305827718193,-0.01089576186992312,-0.014011289687464165,0.055190116576542825,0.0,0.044582961393421675,0.0,0.053657884420605116,0.0,0.04370312275524517,0.0,0.042708680389353604,0.0
2024-04-17,0.007109053590215162,0.0020520036647820802,0.007486826949106981,0.006103823499687177,0.005538050402460967,0.04618234656804214,0.0,0.04029481696953515,0.0,0.04482357103226015,0.0,0.035566239983467106,0.0,0.034235255741335874,0.0
2024-04-18,-0.02117572303827995,-0.02839142467039572,-0.026902797244439194,-0.02731326345747987,-0.02789532111891388,0.04924460223872077,0.0,0.048093162718561955,0.0,0.049812753738153304,0.0,0.04146634909666347,0.0,0.03878988674606976,0.0
2024-04-19,0.021596827403316823,0.021300876122801175,0.02204841294303999,0.022020378495988938,0.019214021952315568,0.07519521092542786,0.0,0.043014154046210215,0.0,0.04914439592887144,0.0,0.08908240953007676,0.0,0.07883637722044261,0.0
2024-04-20,0.0034316880474895874,0.006736636983951158,0.006065529384305994,0.001832378097715407,0.007402945132663051,0.06488718583386252,0.0,0.02727778131513496,0.0,0.03631688653770411,0.0,0.08019838507670958,0.0,0.06514500262516514,0.0
2024-04-21,0.021424669442950288,0.021218949905924822,0.022593506668045042,0.021441650872100208,0.021822335574588115,0.05924798374773975,0.0,0.033236852420332356,0.0,0.036173932450283844,0.0,0.07734916567369515,0.0,0.062272228164211435,0.0
2024-04-22,0.006442459134073175,0.0018858308378488704,0.0034704740452389028,0.0030698698678346533,0.0011839800592529832,0.06378375720521033,0.0,0.04606710404767994,0.0,0.04602470072564446,0.0,0.08598841614647279,0.0,0.0736437133454071,0.0
2024-04-23,0.01636114199677774,0.01978008854850929,0.018895931675307398,0.01654828537939866,0.015442668386986802,0.024874680524285864,0.0,0.0005190593942180077,0.0,0.0018907386283777243,0.0,0.0448988331465424,0.0,0.03379120312646075,0.0
2024-04-24,-0.001898716418285525,-0.002236140759104448,-0.0013474864392379812,-0.00203305927209089,-0.002935374245556767,-0.018771866270908422,0.0,-0.05870583112287943,1.0,-0.052143390089205835,1.0,-0.003343698266049508,0.0,-0.014295764645145322,0.0
2024-04-25,-0.01811346736760131,-0.020593078921368916,-0.02191361453854604,-0.02141315434428351,-0.02334069011418,-0.019243430378143307,0.0,-0.05101545956396671,0.0,-0.0457393347303944,0.0,0.0030205317438086535,0.0,-0.00418923373828501,0.0
2024-04-26,0.04754743609002391,0.016221867450449443,0.021380055133758125,0.06963643892940223,0.05926051242668843,-0.05028443286221597,0.0,-0.05616994048562578,1.0,-0.05528245950774158,1.0,-0.05549208497855322,1.0,-0.05350443452724442,1.0
2024-04-27,-0.00687633704407575,-0.008999735747124092,-0.0067619800068613395,-0.007051646355651764,-0.006288429462614434,-0.009451868701820944,0.0,-0.0088757372982732,0.0,-0.009905854589088312,0.0,-0.014617498251159863,0.0,-0.01231262037366395,0.0
2024-04-28,0.015785467356827513,0.027178021011122204,0.022450552580624776,0.018592431469085777,0.018949561113634415,-0.020623959476525934,0.0,-0.031324240994743374,0.0,-0.025614847740897784,0.0,-0.027319303799272363,0.0,-0.025976544475979996,0.0
2024-04-29,0.010978232591543763,0.014716082465196454,0.01332124232059952,0.011709120340612285,0.012555465240448668,-0.027485935505797723,0.0,-0.04099611456343087,0.0,-0.034795207882784146,0.0,-0.03423449221254975,0.0,-0.034443389189246575,0.0
2024-04-30,-0.022547934684146734,-0.02576795610495264,-0.025238030421959337,-0.024541297620531716,-0.02440984183195957,-0.02183165088947892,0.0,-0.03264861387815801,0.0,-0.02835512341127848,0.0,-0.03047004809158645,0.0,-0.031043512235341447,0.0
2024-05-01,-0.04554526321347981,-0.06146103127620188,-0.05538161515682154,-0.05027559068468282,-0.05102234201716283,0.011041207250483617,0.0,0.017475308533917384,0.0,0.016435463688096903,0.0,0.006839300748084769,0.0,0.009940859547560387,0.0
2024-05-02,-0.0185850314748362,-0.012902707362456205,-0.015509559179734601,-0.015048924334425347,-0.013234159207319685,0.009778601223666632,0.0,0.0072648304812532455,0.0,0.009238766528148975,0.0,0.0002510131607090828,0.0,0.0028148485228633724,0.0
2024-05-03,0.01650643360595125,0.011067386528790387,0.011836930356410952,0.011123822207040363,0.009945311637729017,0.00903445952014216,0.0,0.012564283212912572,0.0,0.013099210001440615,0.0,0.003994024178451322,0.0,0.007770518349844956,0.0
